顾客编号,1月销售总额,1月消费天数,2月销售总额,2月消费天数,3月销售总额,3月消费天数,4月销售总额,4月消费天数
736,88.64999999999999,2.0,36.7,1.0,81.97,2.0,47.0,1.0
737,113.78999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0
738,46.61,2.0,27.0,1.0,16.0,1.0,0.0,0.0
739,25.8,2.0,308.43,1.0,0.0,0.0,0.0,0.0
740,6.0,1.0,79.81,1.0,21.43,1.0,95.32,3.0
741,54.41,2.0,41.09,1.0,0.0,0.0,16.48,1.0
742,53.03,2.0,0.0,0.0,0.0,0.0,0.0,0.0
743,56.4,1.0,18.9,1.0,0.0,0.0,0.0,0.0
744,21.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0
745,232.8,4.0,111.72999999999999,2.0,0.0,0.0,188.49,2.0
746,677.3199999999999,2.0,0.0,0.0,0.0,0.0,90.55,1.0
747,118.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
748,33.8,1.0,128.8,2.0,0.0,0.0,52.4,2.0
749,118.47999999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0
750,176.39,4.0,67.46999999999998,2.0,0.0,0.0,51.52,2.0
751,45.120000000000005,1.0,0.0,0.0,0.0,0.0,223.00000000000003,2.0
752,117.54,2.0,208.06,3.0,177.1,3.0,119.89000000000003,4.0
753,35.79,1.0,20.23,1.0,0.0,0.0,79.59,1.0
754,73.01,3.0,19.86,1.0,0.0,0.0,148.77,2.0
755,53.949999999999996,1.0,0.0,0.0,65.03999999999999,1.0,42.599999999999994,1.0
756,131.67000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0
757,38.95,1.0,31.62,1.0,41.32000000000001,1.0,0.0,0.0
758,291.0400000000001,4.0,308.23999999999995,4.0,284.2700000000001,4.0,162.38000000000002,2.0
759,35.1,1.0,0.0,0.0,0.0,0.0,44.5,1.0
760,23.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0
761,14.549999999999999,1.0,51.900000000000006,1.0,321.93,6.0,66.30000000000001,4.0
762,8.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0
763,125.55000000000001,2.0,222.79000000000005,1.0,225.38999999999996,4.0,195.43,3.0
764,50.099999999999994,1.0,0.0,0.0,0.0,0.0,56.0,2.0
765,33.18,1.0,0.0,0.0,0.0,0.0,38.400000000000006,1.0
766,39.45,1.0,0.0,0.0,68.46000000000001,4.0,179.0,6.0
767,18.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0
768,40.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
769,40.19,3.0,55.449999999999996,2.0,199.65000000000006,5.0,100.32000000000002,4.0
770,88.9,1.0,48.699999999999996,1.0,173.72,3.0,149.3,3.0
771,17.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0
772,41.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0
773,13.0,1.0,69.7,2.0,19.1,1.0,11.74,1.0
774,218.9,1.0,107.49999999999999,1.0,0.0,0.0,30.529999999999998,1.0
775,15.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
776,16.990000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
777,38.82,2.0,0.0,0.0,8.9,1.0,24.62,2.0
778,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
779,58.459999999999994,3.0,0.0,0.0,35.9,1.0,9.49,1.0
780,95.45,3.0,16.9,1.0,167.0,3.0,29.240000000000002,1.0
781,25.159999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0
782,32.92,1.0,631.1999999999999,2.0,137.27,2.0,59.209999999999994,1.0
783,63.64999999999999,2.0,46.95,1.0,251.31000000000006,6.0,270.74,6.0
784,42.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
785,168.38,4.0,63.550000000000004,3.0,45.489999999999995,1.0,39.99999999999999,1.0
786,43.08,2.0,82.86000000000001,1.0,0.0,0.0,69.08,2.0
787,138.43,2.0,121.95,1.0,141.52,1.0,64.8,1.0
788,80.92000000000002,1.0,0.0,0.0,0.0,0.0,96.64000000000001,2.0
789,110.38999999999999,1.0,0.0,0.0,102.4,3.0,0.0,0.0
790,103.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
791,205.89000000000001,3.0,0.0,0.0,54.0,1.0,180.55000000000004,3.0
792,61.46999999999999,2.0,189.07999999999998,4.0,195.24,5.0,34.8,1.0
793,26.300000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
794,82.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0
795,52.37,1.0,10.7,1.0,6.7,1.0,0.0,0.0
796,206.50000000000003,2.0,613.4699999999996,5.0,133.2,1.0,163.96000000000004,3.0
797,47.99999999999999,1.0,0.0,0.0,0.0,0.0,60.5,1.0
798,2.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0
799,45.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0
800,44.38999999999999,1.0,18.9,1.0,0.0,0.0,0.0,0.0
801,43.28,2.0,0.0,0.0,44.11,2.0,0.0,0.0
802,26.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
803,84.10000000000001,2.0,430.45999999999987,5.0,39.54,2.0,187.36999999999998,5.0
804,131.47,2.0,0.0,0.0,146.98000000000008,4.0,63.51,1.0
805,47.08,3.0,139.65000000000003,2.0,57.28,3.0,114.64,4.0
806,25.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
807,36.220000000000006,2.0,0.0,0.0,0.0,0.0,0.0,0.0
808,19.34,1.0,0.0,0.0,36.14,1.0,48.459999999999994,1.0
809,103.11999999999999,2.0,58.92999999999999,3.0,0.0,0.0,0.0,0.0
810,77.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0
811,37.95,3.0,87.84,3.0,74.08000000000001,3.0,17.990000000000002,2.0
812,41.4,2.0,98.89,3.0,0.0,0.0,0.0,0.0
813,6.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0
814,13.41,1.0,226.24,3.0,0.0,0.0,93.3,2.0
815,10.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
816,119.31,2.0,52.18000000000001,2.0,0.0,0.0,99.42000000000002,3.0
817,68.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0
818,30.419999999999998,1.0,67.38,1.0,0.0,0.0,0.0,0.0
819,26.7,1.0,270.25,3.0,160.19,4.0,276.47,6.0
820,20.8,1.0,0.0,0.0,11.97,1.0,0.0,0.0
821,23.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822,19.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823,113.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0
824,102.64,1.0,0.0,0.0,29.8,1.0,0.0,0.0
825,119.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826,46.25,1.0,3.9,1.0,0.0,0.0,0.0,0.0
827,166.85000000000005,3.0,0.0,0.0,83.43,2.0,0.0,0.0
828,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829,11.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
830,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831,115.52000000000002,5.0,0.0,0.0,0.0,0.0,0.0,0.0
832,154.68000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833,137.9,2.0,154.12,1.0,16.86,1.0,53.9,1.0
834,436.9299999999999,3.0,449.29999999999995,5.0,473.93999999999977,7.0,52.64999999999999,1.0
835,51.4,2.0,92.24999999999999,6.0,172.79000000000002,9.0,107.51,4.0
836,103.06000000000003,1.0,315.86,2.0,0.0,0.0,186.71,1.0
837,230.04000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838,29.409999999999997,1.0,0.0,0.0,53.78,1.0,0.0,0.0
839,558.4399999999997,4.0,28.2,1.0,132.81,1.0,0.0,0.0
840,61.13,1.0,0.0,0.0,0.0,0.0,0.0,0.0
841,902.5300000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0
842,34.5,1.0,203.95000000000002,2.0,74.53999999999999,1.0,316.46999999999997,3.0
843,97.04,2.0,0.0,0.0,167.8,4.0,122.16000000000001,2.0
844,45.650000000000006,2.0,0.0,0.0,0.0,0.0,37.6,1.0
845,54.980000000000004,5.0,57.12999999999999,1.0,398.90000000000003,4.0,13.58,2.0
846,36.9,1.0,93.6,2.0,45.6,2.0,85.3,2.0
847,329.99,3.0,166.42000000000004,4.0,194.22,3.0,264.32,5.0
848,23.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849,92.69999999999999,1.0,276.71999999999997,2.0,180.72000000000003,1.0,24.9,1.0
850,18.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0
851,59.12,2.0,0.0,0.0,23.79,1.0,34.75,1.0
852,53.599999999999994,1.0,0.0,0.0,0.0,0.0,0.0,0.0
853,82.75,2.0,78.02,3.0,260.81,7.0,64.47999999999999,1.0
854,31.9,1.0,20.3,1.0,0.0,0.0,0.0,0.0
855,53.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
856,27.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
857,74.74,2.0,237.5,1.0,48.16,2.0,44.19,2.0
858,77.2,1.0,0.0,0.0,49.68999999999999,1.0,0.0,0.0
859,131.39000000000001,3.0,27.37,1.0,0.0,0.0,0.0,0.0
860,18.0,1.0,138.35000000000002,1.0,0.0,0.0,0.0,0.0
861,123.55000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0
862,26.22,1.0,100.27000000000002,2.0,64.46,2.0,0.0,0.0
863,36.6,1.0,60.49999999999999,1.0,0.0,0.0,0.0,0.0
864,26.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
865,72.36000000000001,1.0,122.17000000000003,2.0,0.0,0.0,0.0,0.0
866,94.02000000000001,1.0,440.55000000000007,3.0,110.64999999999999,2.0,162.62,4.0
867,102.69999999999999,2.0,0.0,0.0,0.0,0.0,44.47,1.0
868,185.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0
869,29.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
870,13.6,1.0,0.0,0.0,0.0,0.0,10.8,1.0
871,64.10000000000001,1.0,77.11,3.0,463.7500000000001,6.0,250.89000000000001,5.0
872,27.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0
873,49.9,1.0,0.0,0.0,12.09,1.0,0.0,0.0
874,11.19,1.0,0.0,0.0,144.81,2.0,90.03999999999999,2.0
875,76.19999999999999,1.0,0.0,0.0,0.0,0.0,191.95000000000005,1.0
876,95.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0
877,16.89,1.0,0.0,0.0,179.48000000000002,3.0,124.05999999999999,2.0
878,102.73,3.0,0.0,0.0,35.53999999999999,2.0,28.33,1.0
879,79.55,2.0,40.47,1.0,0.0,0.0,132.65,2.0
880,50.300000000000004,1.0,7.0,1.0,0.0,0.0,0.0,0.0
881,99.63000000000001,3.0,12.620000000000001,1.0,5.5,1.0,29.869999999999997,1.0
882,20.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0
883,148.53,2.0,0.0,0.0,0.0,0.0,11.4,1.0
884,58.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0
885,38.28,1.0,0.0,0.0,25.380000000000003,1.0,0.0,0.0
886,7.98,1.0,7.49,1.0,11.899999999999999,1.0,28.06,3.0
887,58.8,1.0,153.14000000000001,1.0,115.18,1.0,0.0,0.0
888,31.199999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0
889,76.0,1.0,349.2,1.0,77.55,1.0,0.0,0.0
890,21.200000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
891,15.629999999999999,1.0,0.0,0.0,52.51,2.0,0.0,0.0
892,148.67000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
893,38.96,1.0,24.64,1.0,14.8,1.0,0.0,0.0
894,28.04,1.0,8.4,1.0,0.0,0.0,42.97,1.0
895,5.0600000000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0
896,227.65999999999997,3.0,0.0,0.0,0.0,0.0,0.0,0.0
897,118.84000000000002,2.0,0.0,0.0,76.38,1.0,0.0,0.0
898,28.46,1.0,0.0,0.0,52.38999999999999,2.0,0.0,0.0
899,23.3,1.0,0.0,0.0,0.0,0.0,45.6,1.0
900,188.78,1.0,39.8,1.0,36.01,1.0,0.0,0.0
901,24.57,1.0,0.0,0.0,19.68,1.0,0.0,0.0
902,12.83,2.0,13.52,1.0,27.950000000000003,1.0,0.0,0.0
903,56.9,1.0,29.550000000000004,1.0,0.0,0.0,0.0,0.0
904,25.639999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0
905,396.81,3.0,0.0,0.0,0.0,0.0,0.0,0.0
906,17.8,1.0,0.0,0.0,120.58999999999999,2.0,0.0,0.0
907,11.8,1.0,28.42,3.0,0.0,0.0,58.91,2.0
908,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
909,96.0,1.0,67.7,1.0,0.0,0.0,0.0,0.0
910,41.1,1.0,0.0,0.0,148.8,3.0,32.43,1.0
911,140.5,2.0,352.99,4.0,0.0,0.0,106.45,2.0
912,20.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
913,197.02000000000004,4.0,292.83000000000004,4.0,68.10000000000001,1.0,154.02000000000004,3.0
914,105.61000000000001,3.0,0.0,0.0,86.21000000000001,3.0,0.0,0.0
915,130.10000000000002,2.0,0.0,0.0,38.279999999999994,1.0,33.9,1.0
916,23.259999999999998,1.0,102.09000000000002,3.0,77.55000000000001,2.0,310.98,4.0
917,70.66,1.0,19.6,1.0,44.3,1.0,0.0,0.0
918,19.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0
919,74.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
920,34.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
921,54.800000000000004,1.0,0.0,0.0,47.9,1.0,0.0,0.0
922,120.62000000000002,1.0,0.0,0.0,0.0,0.0,86.00000000000001,1.0
923,70.39999999999999,1.0,0.0,0.0,0.0,0.0,68.45,1.0
924,86.10000000000001,1.0,164.9,1.0,100.60000000000001,1.0,0.0,0.0
925,162.73,3.0,1070.5700000000004,7.0,128.76,3.0,140.99,3.0
926,83.47999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
927,88.80000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
928,188.0,1.0,192.8,1.0,0.0,0.0,0.0,0.0
929,79.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0
930,22.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0
931,30.42,1.0,98.0,1.0,0.0,0.0,0.0,0.0
932,49.69,1.0,0.0,0.0,0.48,1.0,0.0,0.0
933,39.82,1.0,73.03999999999999,3.0,74.88,1.0,0.0,0.0
934,74.48,2.0,0.0,0.0,109.17999999999999,2.0,0.0,0.0
935,180.00000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
936,140.03000000000003,3.0,96.31,2.0,170.55000000000007,4.0,112.27,3.0
937,25.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0
938,28.080000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
939,20.310000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0
940,51.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0
941,88.3,1.0,78.44,2.0,0.0,0.0,0.0,0.0
942,118.25999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
943,28.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0
944,95.20000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
945,34.370000000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0
946,36.77,1.0,0.0,0.0,0.0,0.0,0.0,0.0
947,105.45,1.0,0.0,0.0,0.0,0.0,71.84,1.0
948,68.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0
949,30.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
950,93.06,3.0,268.00000000000006,5.0,70.86,2.0,7.8100000000000005,1.0
951,81.46000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0
952,70.31,1.0,39.9,1.0,0.0,0.0,327.91999999999996,2.0
953,51.2,1.0,58.89999999999999,1.0,27.9,1.0,0.0,0.0
954,64.15,1.0,0.0,0.0,74.61999999999999,2.0,53.580000000000005,1.0
955,43.34,1.0,0.0,0.0,0.0,0.0,0.0,0.0
956,3.03,1.0,263.2,2.0,8.39,1.0,146.35000000000002,5.0
957,69.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0
958,122.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0
959,128.26,1.0,41.01,1.0,7.8,1.0,0.0,0.0
960,23.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
961,8.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
962,198.18,3.0,411.3699999999999,4.0,127.89999999999999,2.0,0.0,0.0
963,75.7,2.0,183.93,6.0,85.7,4.0,520.4,12.0
964,14.9,1.0,0.0,0.0,71.25999999999999,1.0,0.0,0.0
965,182.14000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0
966,80.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
967,38.900000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0
968,87.11000000000001,2.0,69.58999999999999,3.0,137.97000000000003,4.0,352.27000000000004,6.0
969,15.25,1.0,303.33000000000004,4.0,73.04,1.0,208.5,1.0
970,158.24000000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0
971,132.26000000000002,1.0,0.0,0.0,28.6,1.0,92.32000000000001,2.0
972,90.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0
973,28.0,1.0,0.0,0.0,81.56,1.0,109.0,2.0
974,33.61,1.0,0.0,0.0,0.0,0.0,0.0,0.0
975,61.9,1.0,178.6,1.0,0.0,0.0,43.5,1.0
976,95.37,2.0,17.85,1.0,187.88,3.0,77.74,1.0
977,13.079999999999998,2.0,26.7,2.0,0.0,0.0,91.25,2.0
978,26.79,1.0,36.76,2.0,19.6,1.0,84.33,3.0
979,24.48,1.0,0.0,0.0,0.0,0.0,47.660000000000004,1.0
980,61.339999999999996,1.0,0.0,0.0,174.69000000000003,2.0,0.0,0.0
981,26.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0
982,41.99,2.0,0.0,0.0,109.4,3.0,0.0,0.0
983,72.6,1.0,170.03000000000003,2.0,0.0,0.0,41.44,1.0
984,24.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0
985,308.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
986,1856.8100000000015,3.0,0.0,0.0,754.43,5.0,0.0,0.0
987,74.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0
988,40.19,3.0,0.0,0.0,25.74,1.0,76.85000000000001,2.0
989,45.55,1.0,0.0,0.0,0.0,0.0,44.13,1.0
990,53.74,2.0,0.0,0.0,0.0,0.0,0.0,0.0
991,79.78,3.0,131.65,1.0,0.0,0.0,0.0,0.0
992,14.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
993,53.04,1.0,59.0,1.0,0.0,0.0,0.0,0.0
994,32.06,1.0,8.47,1.0,0.0,0.0,0.0,0.0
995,72.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0
996,23.61,1.0,7.950000000000001,1.0,7.9,1.0,25.74,1.0
997,33.06,2.0,92.13000000000001,1.0,0.0,0.0,0.0,0.0
998,109.50999999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0
999,95.90000000000003,4.0,226.07000000000002,4.0,92.97999999999999,3.0,121.4,3.0
1000,111.44,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1001,26.5,1.0,16.5,1.0,0.0,0.0,16.400000000000002,2.0
1002,124.5,2.0,0.0,0.0,0.0,0.0,43.029999999999994,2.0
1003,59.9,1.0,162.38000000000002,3.0,0.0,0.0,67.26,2.0
1004,13.0,1.0,0.0,0.0,16.400000000000002,1.0,40.400000000000006,1.0
1005,92.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,20.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,162.09999999999997,5.0,130.15000000000003,3.0,0.0,0.0,0.0,0.0
1008,8.9,1.0,29.299999999999997,1.0,145.13999999999996,5.0,55.18,1.0
1009,19.9,1.0,0.0,0.0,22.2,1.0,0.0,0.0
1010,18.8,1.0,220.63,3.0,0.0,0.0,0.0,0.0
1011,36.58,1.0,24.72,2.0,50.61000000000001,2.0,134.85000000000002,4.0
1012,29.969999999999995,1.0,0.0,0.0,0.0,0.0,19.490000000000002,1.0
1013,151.47000000000003,2.0,0.0,0.0,33.2,1.0,0.0,0.0
1014,54.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1015,88.19999999999999,1.0,0.0,0.0,0.0,0.0,32.800000000000004,1.0
1016,135.8,3.0,0.0,0.0,70.74,1.0,0.0,0.0
1017,31.130000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,33.160000000000004,1.0,43.4,1.0,98.0,1.0,173.25000000000003,5.0
1019,70.71,4.0,0.0,0.0,0.0,0.0,70.89999999999999,2.0
1020,36.5,1.0,51.32999999999999,1.0,0.0,0.0,0.0,0.0
1021,74.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,46.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1023,20.200000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1024,155.34999999999997,2.0,14.05,1.0,18.310000000000002,1.0,126.91,3.0
1025,31.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,235.6,1.0,239.29999999999998,1.0,0.0,0.0,92.77,1.0
1027,14.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1028,44.9,1.0,0.0,0.0,37.49999999999999,1.0,29.89,1.0
1029,92.69999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1030,27.2,1.0,74.16000000000001,2.0,0.0,0.0,68.82,2.0
1031,1.0,1.0,48.9,2.0,32.1,3.0,40.709999999999994,4.0
1032,58.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1033,95.30000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1034,31.310000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1035,20.94,1.0,204.29999999999998,1.0,0.0,0.0,0.0,0.0
1036,97.03999999999999,2.0,161.57,2.0,0.0,0.0,59.03999999999999,2.0
1037,57.4,1.0,0.0,0.0,62.9,1.0,69.0,1.0
1038,10.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1039,153.20000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1040,91.30000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1041,21.939999999999998,1.0,29.179999999999996,1.0,139.71,2.0,54.900000000000006,1.0
1042,172.8,1.0,80.2,1.0,48.800000000000004,1.0,0.0,0.0
1043,195.18000000000004,2.0,23.58,1.0,0.0,0.0,34.73,2.0
1044,291.59000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1045,21.46,1.0,0.0,0.0,0.0,0.0,10.2,1.0
1046,34.3,1.0,77.56,2.0,19.9,1.0,57.04,1.0
1047,27.4,1.0,43.989999999999995,1.0,0.0,0.0,0.0,0.0
1048,98.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1049,43.6,1.0,182.13,2.0,0.0,0.0,93.07000000000001,1.0
1050,63.400000000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1051,128.99,1.0,16.34,1.0,0.0,0.0,0.0,0.0
1052,22.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,152.49,1.0,14.0,1.0,0.0,0.0,146.64999999999998,2.0
1054,30.9,1.0,0.0,0.0,40.6,2.0,153.25999999999996,3.0
1055,139.0,2.0,138.3,1.0,0.0,0.0,0.0,0.0
1056,29.7,1.0,58.769999999999996,2.0,20.660000000000004,2.0,0.0,0.0
1057,21.959999999999997,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,79.46,2.0,0.0,0.0,48.0,1.0,141.07,3.0
1059,40.63,2.0,0.0,0.0,26.98,2.0,261.25,2.0
1060,58.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1061,38.71,1.0,72.27999999999999,1.0,240.45000000000002,3.0,0.0,0.0
1062,79.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1063,39.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1064,584.3,2.0,435.65,4.0,152.92,3.0,59.980000000000004,1.0
1065,10.8,1.0,72.78999999999999,1.0,19.5,1.0,0.0,0.0
1066,59.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,89.96000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,181.84,2.0,37.75,1.0,0.0,0.0,16.259999999999998,1.0
1069,49.32,1.0,0.0,0.0,0.0,0.0,67.77000000000001,1.0
1070,110.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,9.8,1.0,0.0,0.0,0.0,0.0,7.1,1.0
1072,24.8,1.0,0.0,0.0,27.830000000000002,1.0,39.08,2.0
1073,45.980000000000004,1.0,59.97,1.0,0.0,0.0,0.0,0.0
1074,59.78,1.0,46.10999999999999,1.0,30.509999999999998,2.0,0.0,0.0
1075,98.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,121.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,109.66000000000001,1.0,0.0,0.0,0.0,0.0,21.84,1.0
1078,26.009999999999998,1.0,0.0,0.0,0.0,0.0,55.78000000000001,2.0
1079,65.39999999999999,1.0,6.5,1.0,0.0,0.0,0.0,0.0
1080,19.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1081,8.39,1.0,85.21000000000001,3.0,84.50000000000001,2.0,0.0,0.0
1082,32.7,1.0,568.9200000000001,2.0,0.0,0.0,0.0,0.0
1083,9.12,1.0,251.77,2.0,402.10999999999996,5.0,85.94,2.0
1084,15.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1085,4.109999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1086,18.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1087,7.8,1.0,30.43,1.0,0.0,0.0,0.0,0.0
1088,6.7,1.0,0.0,0.0,11.33,1.0,0.0,0.0
1089,58.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1090,25.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1091,110.10000000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1092,56.940000000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1093,621.9899999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1094,14.3,1.0,0.0,0.0,6.24,1.0,0.0,0.0
1095,8.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,58.730000000000004,1.0,138.01,2.0,51.3,2.0,92.34,3.0
1097,55.730000000000004,1.0,130.23000000000002,2.0,104.21000000000001,1.0,115.75999999999999,1.0
1098,218.63,1.0,0.0,0.0,11.9,1.0,0.0,0.0
1099,73.7,1.0,0.0,0.0,0.0,0.0,77.67,1.0
1100,61.339999999999996,2.0,0.0,0.0,87.73,4.0,0.0,0.0
1101,157.90000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,134.14000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1103,24.6,1.0,0.0,0.0,0.0,0.0,21.869999999999997,1.0
1104,86.43,1.0,69.64999999999999,2.0,193.91,2.0,52.36999999999999,1.0
1105,38.300000000000004,1.0,313.03999999999996,2.0,143.50000000000003,3.0,0.0,0.0
1106,101.02000000000001,1.0,0.0,0.0,18.0,1.0,1.4,1.0
1107,16.919999999999998,3.0,194.44000000000003,3.0,0.0,0.0,21.7,1.0
